input,output
Let's revise 39% more of small-cap stocks to BlueChipStocks's portfolio.,UPDATE ETF BlueChipStocks WITH SMALL_CAP_STOCKS = 39%
Could you set 39% to small-size stocks in GreenEnergyInvest?,SET ETF GreenEnergyInvest WITH SMALL_CAP_STOCKS = 39%
Plan to designate the small-size stocks in ValueInvest by 51%.,SET ETF ValueInvest WITH SMALL_CAP_STOCKS = 51%
Is it possible to place CryptoAssets's mid-cap stocks allocation by 96%?,SET ETF CryptoAssets WITH MID_CAP_STOCKS = 96%
Could you update 38% to small-size stocks in PortfolioA?,UPDATE ETF PortfolioA WITH SMALL_CAP_STOCKS = 38%
allocateing CryptoAssets to include 25% more small-cap stocks.,SET ETF CryptoAssets WITH SMALL_CAP_STOCKS = 25%
"position IncomeFund2024 by adding 80% medium stocks, please.",SET ETF IncomeFund2024 WITH MID_CAP_STOCKS = 80%
Please allocate large-cap stocks by 31% in ValueInvest.,SET ETF ValueInvest WITH LARGE_CAP_STOCKS = 31%
I'm considering amending DividendGrowers with an additional 16% of debt instruments.,UPDATE ETF DividendGrowers WITH BONDS = 16%
How about we revise 70% of mid-size stocks in IncomeFund2024?,UPDATE ETF IncomeFund2024 WITH MID_CAP_STOCKS = 70%
allocate 5% to small-size stocks in BetaPortfolio,SET ETF BetaPortfolio WITH SMALL_CAP_STOCKS = 5%
Let's place 12% more of major stocks to PreciousMetalsFund's portfolio.,SET ETF PreciousMetalsFund WITH LARGE_CAP_STOCKS = 12%
How about we alter 2% of major stocks in BlueChipStocks?,UPDATE ETF BlueChipStocks WITH LARGE_CAP_STOCKS = 2%
Thinking of placeing 72% mid-cap stocks into HighYieldBonds,SET ETF HighYieldBonds WITH MID_CAP_STOCKS = 72%
seting EmergingMarkets to include 14% more medium stocks.,SET ETF EmergingMarkets WITH MID_CAP_STOCKS = 14%
Plan to place the debt instruments in PreciousMetalsFund by 35%.,SET ETF PreciousMetalsFund WITH BONDS = 35%
Is it possible to place PortfolioA's small-cap stocks allocation by 86%?,SET ETF PortfolioA WITH SMALL_CAP_STOCKS = 86%
How about we assign 98% of large-cap stocks in BlueChipStocks?,SET ETF BlueChipStocks WITH LARGE_CAP_STOCKS = 98%
Plan to update the major stocks in CryptoAssets by 85%.,UPDATE ETF CryptoAssets WITH LARGE_CAP_STOCKS = 85%
Let's place 3% more of big-cap stocks to HighYieldBonds's portfolio.,SET ETF HighYieldBonds WITH LARGE_CAP_STOCKS = 3%
Is it possible to position PortfolioA's major stocks allocation by 36%?,SET ETF PortfolioA WITH LARGE_CAP_STOCKS = 36%
Let's position 41% more of big-cap stocks to GreenEnergyInvest's portfolio.,SET ETF GreenEnergyInvest WITH LARGE_CAP_STOCKS = 41%
"We're moving to allocate 78% more to small-cap stocks in RealEstateHoldings, correct?",SET ETF RealEstateHoldings WITH SMALL_CAP_STOCKS = 78%
Could you revise 76% to debt instruments in GlobalEquityFund?,UPDATE ETF GlobalEquityFund WITH BONDS = 76%
Plan to place the bonds in DividendGrowers by 96%.,SET ETF DividendGrowers WITH BONDS = 96%
Could you adjust 81% to large-cap stocks in IncomeFund2024?,UPDATE ETF IncomeFund2024 WITH LARGE_CAP_STOCKS = 81%
Could you allocate 41% to small-size stocks in PortfolioA?,SET ETF PortfolioA WITH SMALL_CAP_STOCKS = 41%
Could you designate 56% to mid-size stocks in BetaPortfolio?,SET ETF BetaPortfolio WITH MID_CAP_STOCKS = 56%
Plan to modify the large-cap stocks in RealEstateHoldings by 6%.,UPDATE ETF RealEstateHoldings WITH LARGE_CAP_STOCKS = 6%
Is it possible to amend PortfolioA's bonds allocation by 48%?,UPDATE ETF PortfolioA WITH BONDS = 48%
allocate 57% to small-size stocks in PreciousMetalsFund,SET ETF PreciousMetalsFund WITH SMALL_CAP_STOCKS = 57%
Let's position 31% more of big-cap stocks to VentureCapital's portfolio.,SET ETF VentureCapital WITH LARGE_CAP_STOCKS = 31%
Thinking of changeing 84% mid-size stocks into CryptoAssets,UPDATE ETF CryptoAssets WITH MID_CAP_STOCKS = 84%
modifying IncomeFund2024 to include 23% more small-size stocks.,UPDATE ETF IncomeFund2024 WITH SMALL_CAP_STOCKS = 23%
Please change large-cap stocks by 19% in CryptoAssets.,UPDATE ETF CryptoAssets WITH LARGE_CAP_STOCKS = 19%
seting DividendGrowers to include 64% more fixed-income securities.,SET ETF DividendGrowers WITH BONDS = 64%
adjust 37% to big-cap stocks in GlobalEquityFund,UPDATE ETF GlobalEquityFund WITH LARGE_CAP_STOCKS = 37%
Plan to designate the fixed-income securities in AlphaFund by 94%.,SET ETF AlphaFund WITH BONDS = 94%
Plan to adjust the medium stocks in PortfolioA by 46%.,UPDATE ETF PortfolioA WITH MID_CAP_STOCKS = 46%
Please position minor stocks by 15% in DividendGrowers.,SET ETF DividendGrowers WITH SMALL_CAP_STOCKS = 15%
Could you place 89% to bonds in IncomeFund2024?,SET ETF IncomeFund2024 WITH BONDS = 89%
"adjust BetaPortfolio by adding 86% bonds, please.",UPDATE ETF BetaPortfolio WITH BONDS = 86%
Could you place 85% to large-cap stocks in VentureCapital?,SET ETF VentureCapital WITH LARGE_CAP_STOCKS = 85%
"We're moving to position 15% more to mid-size stocks in PortfolioA, correct?",SET ETF PortfolioA WITH MID_CAP_STOCKS = 15%
Plan to designate the mid-size stocks in AlphaFund by 1%.,SET ETF AlphaFund WITH MID_CAP_STOCKS = 1%
Plan to update the small-size stocks in IncomeFund2024 by 87%.,UPDATE ETF IncomeFund2024 WITH SMALL_CAP_STOCKS = 87%
positioning EmergingMarkets to include 61% more mid-size stocks.,SET ETF EmergingMarkets WITH MID_CAP_STOCKS = 61%
How about we place 24% of big-cap stocks in ValueInvest?,SET ETF ValueInvest WITH LARGE_CAP_STOCKS = 24%
Is it possible to designate BetaPortfolio's bonds allocation by 12%?,SET ETF BetaPortfolio WITH BONDS = 12%
Could you revise 59% to bonds in GlobalEquityFund?,UPDATE ETF GlobalEquityFund WITH BONDS = 59%
How about we assign 81% of small-size stocks in GreenEnergyInvest?,SET ETF GreenEnergyInvest WITH SMALL_CAP_STOCKS = 81%
Thinking of seting 69% mid-cap stocks into BetaPortfolio,SET ETF BetaPortfolio WITH MID_CAP_STOCKS = 69%
Please amend mid-cap stocks by 3% in HighYieldBonds.,UPDATE ETF HighYieldBonds WITH MID_CAP_STOCKS = 3%
Is it possible to assign EmergingMarkets's large-cap stocks allocation by 46%?,SET ETF EmergingMarkets WITH LARGE_CAP_STOCKS = 46%
Let's revise 51% more of large-cap stocks to GlobalEquityFund's portfolio.,UPDATE ETF GlobalEquityFund WITH LARGE_CAP_STOCKS = 51%
Let's alter 4% more of mid-size stocks to PortfolioB's portfolio.,UPDATE ETF PortfolioB WITH MID_CAP_STOCKS = 4%
Plan to revise the fixed-income securities in PortfolioA by 31%.,UPDATE ETF PortfolioA WITH BONDS = 31%
"position GreenEnergyInvest by adding 34% small-cap stocks, please.",SET ETF GreenEnergyInvest WITH SMALL_CAP_STOCKS = 34%
How about we set 47% of small-cap stocks in TechGrowth?,SET ETF TechGrowth WITH SMALL_CAP_STOCKS = 47%
"position DividendGrowers by adding 71% big-cap stocks, please.",SET ETF DividendGrowers WITH LARGE_CAP_STOCKS = 71%
I'm considering amending PortfolioA with an additional 58% of small-cap stocks.,UPDATE ETF PortfolioA WITH SMALL_CAP_STOCKS = 58%
Plan to place the large-cap stocks in BetaPortfolio by 26%.,SET ETF BetaPortfolio WITH LARGE_CAP_STOCKS = 26%
Could you place 90% to medium stocks in BetaPortfolio?,SET ETF BetaPortfolio WITH MID_CAP_STOCKS = 90%
Is it possible to designate HighYieldBonds's mid-size stocks allocation by 51%?,SET ETF HighYieldBonds WITH MID_CAP_STOCKS = 51%
Let's allocate 76% more of debt instruments to PortfolioA's portfolio.,SET ETF PortfolioA WITH BONDS = 76%
Plan to set the fixed-income securities in IncomeFund2024 by 17%.,SET ETF IncomeFund2024 WITH BONDS = 17%
Please place minor stocks by 17% in DividendGrowers.,SET ETF DividendGrowers WITH SMALL_CAP_STOCKS = 17%
I'm considering allocateing BetaPortfolio with an additional 24% of large-cap stocks.,SET ETF BetaPortfolio WITH LARGE_CAP_STOCKS = 24%
Could you position 39% to small-cap stocks in BetaPortfolio?,SET ETF BetaPortfolio WITH SMALL_CAP_STOCKS = 39%
Please revise small-cap stocks by 53% in RealEstateHoldings.,UPDATE ETF RealEstateHoldings WITH SMALL_CAP_STOCKS = 53%
Is it possible to place GlobalEquityFund's small-size stocks allocation by 39%?,SET ETF GlobalEquityFund WITH SMALL_CAP_STOCKS = 39%
